delivery_id,order_id,driver_id,vehicle_id,hub_id,dispatch_time,delivery_completed_at,delivery_status,route_distance_km,manual_route_override_count,proof_of_completion_missing,customer_rating_post_delivery,fuel_or_charge_cost,delivery_time_hours,customer_id_x,service_type,order_created_at,promised_window_hours,pickup_zone,dropoff_zone,priority_level,order_value,booking_channel,special_handling_flag,complaint_id,customer_id_y,complaint_type,channel,complaint_severity,created_at,status,resolution_days,compensation_amount,has_complaint,incident_id,incident_type,reported_at,incident_severity,resolution_status,resolved_hours,has_incident,base_zone,employment_type,years_experience,training_score,driver_rating,shift_preference,active_flag,vehicle_type,assigned_zone,commission_date,battery_health_pct,odometer_km,maintenance_status,telematics_version
DL00470,O00562,D004,V120,H08,2024-07-21 10:43:00,2024-07-21 14:49:27.695889,OnTime,3.36,2,0,3.97,13.27,4.1076933025,C0382,Passenger,2024-07-21 09:25:00,4,EAST,West,Medium,241.72,Unknown,0,,,,,,,,,,False,,,,,,,False,Airport,PartTime,13,88.9,4.75,Morning,1,EV,CENTRAL,2025-05-02 16:13:00,73.6,192246,Active,v2.0
DL00471,O01049,D088,V068,H01,2025-10-17 08:34:00,2025-10-17 18:06:53.601277,OnTime,17.09,1,0,4.21,16.47,9.548222576944445,C0527,Retail,2025-10-17 06:56:00,12,West,West,Medium,69.8,App,0,,,,,,,,,,False,,,,,,,False,Riverside,Contract,4,84.3,4.17,Morning,1,Hybrid,Riverside,2024-06-28 15:49:00,97.5,73769,InRepair,v2.0
DL00472,O00042,D113,V046,H01,2025-12-01 19:10:00,2025-12-03 08:16:03.110618,Delayed,10.28,0,0,3.59,5.13,37.10086406055556,C0606,Retail,2025-12-01 18:22:00,24,Riverside,Ctr,Medium,133.72,Phone,1,,,,,,,,,,False,I0276,SafetyNearMiss,2025-12-01 22:02:00,High,PendingVendor,6.5,True,AIRPORT,PartTime,8,70.5,4.47,Evening,1,EV,north,2024-07-11 13:31:00,95.8,101425,Active,v1.9
DL00473,O00180,D105,V071,H07,2024-12-29 08:17:00,2024-12-30 05:50:08.150454,OnTime,14.15,7,0,4.01,6.22,21.552264015000002,C0615,Parcel,2024-12-29 05:23:00,24,CENTRAL,North,Low,54.32,Phone,0,,,,,,,,,,False,,,,,,,False,RiverSide,Contract,2,82.0,3.71,Morning,1,EV,West,2024-05-27 18:12:00,73.8,195310,Scheduled,v1.9
DL00474,O00067,D004,V017,H04,2025-02-25 03:48:00,2025-02-25 07:16:13.969650,OnTime,2.66,0,0,4.36,9.21,3.470547125,C0339,Passenger,2025-02-25 02:12:00,6,WEST,WEST,Critical,131.1,Web,0,,,,,,,,,,False,I0027,VehicleFault,2025-02-25 04:16:00,Medium,Closed,4.3,True,Airport,PartTime,13,88.9,4.75,Morning,1,Hybrid,RiverSide,2024-04-23 12:54:00,82.4,169703,InRepair,v2.2
DL00475,O01121,D074,V027,H07,2024-06-03 08:50:00,2024-06-03 17:50:35.358594,OnTime,3.63,2,0,4.29,9.74,9.009821831666667,C0078,Retail,2024-06-03 05:59:00,12,CENTRAL,SOUTH,High,73.49,App,0,CP0144,C0078,Delay,Chatbot,High,2024-06-14 05:59:00,Resolved,10.0,58.9,True,I0203,SafetyNearMiss,2024-06-03 11:44:00,Medium,Open,13.2,True,Central,FullTime,12,79.5,4.61,Evening,1,Diesel,SOUTH,2025-08-12 12:37:00,78.6,51052,InRepair,v2.2
DL00476,O00849,D094,V035,H07,2024-05-06 00:48:00,2024-05-06 14:59:17.100441,Delayed,15.93,1,0,4.07,10.87,14.188083455833334,C0412,Passenger,2024-05-05 22:41:00,4,Airport,NORTH,High,230.22,App,0,,,,,,,,,,False,I0182,AppSyncError,2024-05-06 01:19:00,Medium,PendingVendor,10.3,True,Ctr,PartTime,6,60.8,4.48,Night,0,CargoVan,East,2025-07-03 09:34:00,83.6,73804,Active,v2.0
DL00477,O00613,D162,V002,H03,2025-12-02 22:57:00,2025-12-03 10:47:11.610255,Delayed,25.16,1,0,0.0,23.03,11.836558404166666,C0650,Retail,2025-12-02 22:03:00,4,Airport,Central,Low,84.48,App,0,,,,,,,,,,False,,,,,,,False,RiverSide,Contract,11,69.0,4.62,Night,1,EV,AIRPORT,2024-04-21 16:14:00,67.9,159368,InRepair,v2.2
DL00478,O00947,D133,V109,H05,2024-01-31 17:32:00,2024-02-01 03:51:28.208192,Delayed,9.6,2,0,1.46,11.77,10.324502275555554,C0467,Passenger,2024-01-31 15:28:00,4,North,North,High,89.52,App,0,,,,,,,,,,False,I0084,TemperatureIssue,2024-01-31 20:03:00,High,PendingVendor,0.0,True,South,Contract,12,88.2,3.99,Flexible,1,Hybrid,AIRPORT,2024-10-17 11:15:00,60.6,193552,InRepair,v2.1
DL00479,O00533,D091,V047,H01,2024-11-03 02:54:00,2024-11-03 19:36:46.278515,Delayed,3.46,0,0,1.0,14.35,16.712855143055556,C0338,Retail,2024-11-03 01:37:00,4,Ctr,NORTH,Medium,74.26,App,0,,,,,,,,,,False,I0028,RouteDeviation,2024-11-03 04:12:00,Low,Closed,21.2,True,Riverside,FullTime,12,68.0,4.46,Night,1,EV,Ctr,2025-02-15 14:49:00,93.7,134347,Scheduled,v2.2
DL00480,O00978,D119,V044,H07,2025-09-11 07:01:00,2025-09-12 01:49:05.346029,OnTime,24.44,0,0,4.53,8.9,18.801485008055554,C0515,Parcel,2025-09-11 04:41:00,24,RiverSide,CENTRAL,High,124.25,App,0,,,,,,,,,,False,,,,,,,False,South,FullTime,5,56.0,3.55,Flexible,1,EV,AIRPORT,2025-02-14 20:35:00,91.8,111243,Active,v2.2
DL00481,O01095,D077,V086,H04,2024-03-14 17:15:00,2024-03-14 20:29:07.930187,OnTime,16.16,1,0,3.89,22.66,3.2355361630555555,C0612,Business,2024-03-14 15:06:00,6,South,AIRPORT,High,23.65,Web,0,,,,,,,,,,False,I0062,TemperatureIssue,2024-03-14 18:27:00,Low,Closed,23.5,True,South,FullTime,8,64.9,3.68,Morning,1,EV,CENTRAL,2024-02-25 07:56:00,82.8,42307,Scheduled,v2.2
DL00482,O00777,D141,V118,H02,2025-10-19 00:12:00,2025-10-19 22:22:41.203962,Failed,11.35,1,1,2.32,18.23,22.178112211666665,C0226,Retail,2025-10-18 23:47:00,6,East,Riverside,High,14.64,App,0,,,,,,,,,,False,,,,,,,False,North,PartTime,14,71.4,3.44,Flexible,1,Diesel,Riverside,2025-02-18 12:40:00,78.0,145165,Active,v2.1
DL00483,O00036,D135,V017,H06,2024-11-06 05:51:00,2024-11-06 11:52:01.051436,Delayed,8.41,0,1,4.57,9.29,6.016958732222222,C0126,Parcel,2024-11-06 04:24:00,4,Riverside,North,Medium,73.14,App,0,,,,,,,,,,False,,,,,,,False,Riverside,PartTime,2,70.3,4.4,Flexible,1,Hybrid,RiverSide,2024-04-23 12:54:00,82.4,169703,InRepair,v2.2
DL00484,O00437,D144,V079,H02,2025-09-25 07:59:00,2025-09-25 13:47:34.696350,OnTime,21.25,2,0,3.95,12.17,5.809637875,C0618,Retail,2025-09-25 06:54:00,4,Airport,RiverSide,Medium,98.88,App,0,CP0011,C0618,Delay,App,Medium,2025-09-29 06:54:00,Open,15.0,19.97,True,,,,,,,False,West,FullTime,6,85.0,3.83,Morning,1,EV,AIRPORT,2025-12-01 18:20:00,100.0,117995,Active,v2.2
DL00485,O00449,D121,V061,H03,2025-06-08 03:10:00,2025-06-08 01:22:24.218429,OnTime,16.11,1,0,1.99,12.64,,C0544,Passenger,2025-06-08 00:42:00,2,north,AIRPORT,Low,102.53,App,0,,,,,,,,,,False,,,,,,,False,RiverSide,Contract,3,74.91472392638036,4.97,Morning,1,Diesel,South,2025-08-06 20:40:00,60.3,126438,Active,v2.2
DL00486,O00306,D052,V114,H01,2024-06-14 17:09:00,2024-06-15 05:57:57.188614,Failed,14.52,0,1,4.61,14.81,12.81588572611111,C0613,Passenger,2024-06-14 16:01:00,4,NORTH,NORTH,Low,42.22,Phone,0,,,,,,,,,,False,,,,,,,False,Riverside,FullTime,8,71.7,3.39,Morning,1,Hybrid,North,2024-10-03 17:53:00,90.0,84649,Active,v2.2
DL00487,O01111,D054,V027,H03,2024-11-15 00:10:00,2024-11-15 04:17:33.739828,OnTime,12.36,0,0,4.26,12.09,4.126038841111111,C0167,Retail,2024-11-14 21:57:00,6,SOUTH,north,Low,18.03,App,1,,,,,,,,,,False,,,,,,,False,WEST,FullTime,3,80.1,4.32,Morning,1,Diesel,SOUTH,2025-08-12 12:37:00,78.6,51052,InRepair,v2.2
DL00488,O01053,D038,V014,H08,2025-10-23 03:57:00,2025-10-23 08:18:12.147470,OnTime,3.33,0,0,0.0,10.75,4.3533742972222225,C0106,Passenger,2025-10-23 02:30:00,6,EAST,West,Low,285.05,App,0,,,,,,,,,,False,,,,,,,False,SOUTH,FullTime,5,67.4,3.72,Evening,1,EV,AIRPORT,2025-05-24 12:36:00,100.0,206339,Scheduled,v2.0
DL00489,O00911,D130,V112,H02,2025-05-20 23:09:00,2025-05-21 00:26:05.202498,OnTime,12.53,1,0,3.28,16.53,1.2847784716666666,C0214,Retail,2025-05-20 20:32:00,4,Riverside,Central,High,24.34,App,0,,,,,,,,,,False,,,,,,,False,WEST,FullTime,8,71.2,3.64,Evening,1,EV,South,2024-06-08 07:45:00,94.1,19121,InRepair,v2.1
DL00490,O00701,D039,V035,H04,2025-12-15 21:19:00,2025-12-16 19:49:17.202716,Failed,1.65,1,0,4.24,10.31,22.504778532222222,C0021,Parcel,2025-12-15 18:19:00,4,East,Riverside,Medium,19.97,App,0,,,,,,,,,,False,,,,,,,False,AIRPORT,Contract,7,86.1,4.06,Evening,1,CargoVan,East,2025-07-03 09:34:00,83.6,73804,Active,v2.0
DL00491,O00181,D124,V113,H08,2024-12-16 02:36:00,2024-12-16 03:51:28.734813,OnTime,33.46,3,0,4.46,16.73,1.2579818925,C0252,Retail,2024-12-15 23:43:00,2,AIRPORT,AIRPORT,Critical,108.19,API,1,,,,,,,,,,False,,,,,,,False,north,FullTime,4,70.6,3.78,Night,1,Hybrid,Central,2024-05-12 02:12:00,58.9,52725,InRepair,v1.9
DL00492,O00035,D100,V108,H06,2024-06-14 15:50:00,2024-06-15 05:51:47.019652,Failed,9.55,0,0,1.99,9.2,14.029727681111112,C0524,Business,2024-06-14 13:12:00,4,north,CENTRAL,Medium,209.07,Web,0,,,,,,,,,,False,,,,,,,False,CENTRAL,FullTime,4,62.0,4.31,Flexible,1,Diesel,AIRPORT,2025-01-31 06:29:00,54.6,141290,InRepair,v1.9
DL00493,O00803,D017,V070,H03,2025-08-09 20:37:00,2025-08-09 23:43:05.330497,OnTime,4.68,0,0,4.83,11.06,3.1014806936111112,C0509,Retail,2025-08-09 17:58:00,6,EAST,Airport,High,60.3,App,0,,,,,,,,,,False,I0049,BatteryAlert,2025-08-09 21:45:00,Medium,Closed,24.3,True,EAST,PartTime,1,74.91472392638036,4.34,Morning,1,CargoVan,North,2025-10-24 17:32:00,62.6,39859,InRepair,v2.0
DL00494,O00322,D072,V058,H08,2025-03-11 22:48:00,2025-03-12 01:38:13.776857,OnTime,14.05,2,0,4.29,11.2,2.8371602380555556,C0495,Business,2025-03-11 20:17:00,4,Ctr,SOUTH,High,61.55,App,0,,,,,,,,,,False,,,,,,,False,South,FullTime,10,75.8,4.47,Evening,1,Hybrid,CENTRAL,2024-07-11 13:11:00,74.1,15138,Active,v2.0
DL00495,O01189,D129,V006,H05,2024-05-23 01:38:00,2024-05-23 04:12:11.690549,OnTime,33.39,2,0,4.94,19.23,2.569914041388889,C0353,Parcel,2024-05-22 23:55:00,6,Airport,RiverSide,Low,129.6,Web,0,,,,,,,,,,False,I0007,AppSyncError,2024-05-23 02:29:00,Low,PendingVendor,4.8,True,north,FullTime,10,64.9,4.18,Night,1,EV,Central,2025-11-22 06:39:00,78.6,141381,Active,v2.1
DL00496,O00622,D142,V102,H02,2024-04-23 18:22:00,2024-04-24 16:12:08.253404,OnTime,7.97,2,0,4.18,11.59,21.835625945555556,C0439,Passenger,2024-04-23 15:26:00,24,Central,CENTRAL,High,48.84,Phone,0,,,,,,,,,,False,I0130,CustomerNoShow,2024-04-23 22:00:00,Critical,Open,14.6,True,AIRPORT,FullTime,12,98.7,4.23,Night,1,EV,West,2024-10-24 12:35:00,77.0,198326,Active,v2.0
DL00497,O00192,D083,V116,H08,2025-08-18 14:17:00,2025-08-20 03:34:36.170242,Failed,12.14,1,0,3.23,11.88,37.293380622777775,C0404,Retail,2025-08-18 14:07:00,24,Ctr,NORTH,High,83.79,App,1,,,,,,,,,,False,,,,,,,False,North,FullTime,12,80.8,4.16,Flexible,1,Diesel,EAST,2025-04-23 07:10:00,62.7,71822,Active,v2.1
DL00498,O01205,D091,V018,H08,2024-12-20 02:21:00,2024-12-20 05:11:42.324554,OnTime,8.6,0,0,3.75,2.93,2.845090153888889,C0559,Parcel,2024-12-19 23:53:00,4,WEST,NORTH,Low,65.7,Web,0,,,,,,,,,,False,,,,,,,False,Riverside,FullTime,12,68.0,4.46,Night,1,Diesel,RiverSide,2025-04-08 22:29:00,86.8,98363,Scheduled,v2.1
DL00499,O01144,D053,V038,H01,2025-02-07 22:48:00,2025-02-08 17:25:46.790590,Delayed,10.41,0,0,3.5,10.6,18.62966405277778,C0571,Passenger,2025-02-07 22:06:00,4,Riverside,South,Medium,17.71,App,1,,,,,,,,,,False,,,,,,,False,West,FullTime,5,83.3,3.8,Morning,1,CargoVan,CENTRAL,2025-03-16 12:29:00,81.6,68032,Active,v2.1
DL00500,O00556,D017,V063,H02,2024-09-01 03:37:00,2024-09-01 05:39:15.173184,OnTime,6.73,1,0,3.72,11.11,2.0375481066666667,C0643,Business,2024-09-01 03:09:00,2,Riverside,Airport,Medium,101.94,App,1,,,,,,,,,,False,I0178,CustomerNoShow,2024-09-01 06:27:00,Low,PendingVendor,20.1,True,EAST,PartTime,1,74.91472392638036,4.34,Morning,1,EV,Central,2024-01-11 00:19:00,73.6,159860,Active,v2.1
DL00501,O01211,D114,V087,H06,2025-11-12 07:51:00,2025-11-13 07:44:27.569654,OnTime,9.66,0,0,4.47,15.25,23.890991570555556,C0345,Medical,2025-11-12 07:13:00,24,SOUTH,SOUTH,Medium,17.36,API,0,CP0242,C0345,AppIssue,Chatbot,Low,2025-11-18 07:13:00,Open,7.0,2.97,True,,,,,,,False,Ctr,FullTime,2,57.4,4.07,Evening,1,Hybrid,AIRPORT,2025-02-09 18:48:00,49.7,116811,Active,v2.1
DL00502,O01190,D114,V026,H03,2025-11-24 18:47:00,2025-11-24 23:48:20.579555,OnTime,9.61,3,0,3.78,6.03,5.022383209722222,C0168,Parcel,2025-11-24 17:41:00,4,East,Central,High,34.37,App,0,,,,,,,,,,False,,,,,,,False,Ctr,FullTime,2,57.4,4.07,Evening,1,CargoVan,Riverside,2024-11-07 04:27:00,78.7,200276,InRepair,v2.2
DL00503,O00760,D154,V014,H07,2024-03-14 23:28:00,2024-03-15 20:48:21.177033,OnTime,12.95,0,0,3.97,10.7,21.3392158425,C0051,Medical,2024-03-14 20:30:00,24,South,West,Low,108.03,API,0,,,,,,,,,,False,I0072,VehicleFault,2024-03-15 01:30:00,Medium,Closed,1.4,True,Airport,FullTime,4,67.0,4.35,Evening,1,EV,AIRPORT,2025-05-24 12:36:00,100.0,206339,Scheduled,v2.0
DL00504,O00679,D023,V098,H08,2024-11-15 04:30:00,2024-11-16 02:36:46.022359,OnTime,6.55,1,0,5.0,12.11,22.11278398861111,C0244,Medical,2024-11-15 01:37:00,24,West,SOUTH,High,74.53,Web,0,,,,,,,,,,False,,,,,,,False,EAST,FullTime,11,79.1,4.16,Night,1,Diesel,WEST,2025-12-29 15:01:00,69.7,73011,Active,v2.1
DL00505,O00833,D170,V017,H08,2025-05-05 04:31:00,2025-05-05 20:10:37.600890,Failed,12.0,3,1,2.71,12.22,15.660444691666667,C0431,Parcel,2025-05-05 03:48:00,2,Central,Riverside,Medium,141.48,App,0,,,,,,,,,,False,,,,,,,False,West,FullTime,14,75.2,4.48,Morning,1,Hybrid,RiverSide,2024-04-23 12:54:00,82.4,169703,InRepair,v2.2
DL00506,O00094,D077,V079,H05,2024-09-27 03:56:00,2024-09-27 16:59:08.774450,Delayed,17.369999999999997,2,0,3.11,9.14,13.052437347222222,C0361,Parcel,2024-09-27 03:41:00,6,Airport,NORTH,Medium,62.08,Phone,0,CP0042,C0361,SupportExperience,Email,Medium,2024-10-06 03:41:00,Resolved,4.0,26.2,True,,,,,,,False,South,FullTime,8,64.9,3.68,Morning,1,EV,AIRPORT,2025-12-01 18:20:00,100.0,117995,Active,v2.2
DL00507,O00396,D021,V030,H07,2025-04-30 00:13:00,,Delayed,15.18,2,0,2.53,10.76,,C0475,Retail,2025-04-29 23:22:00,12,CENTRAL,East,Medium,63.67,App,0,,,,,,,,,,False,I0155,RouteDeviation,2025-04-30 01:04:00,High,Open,18.4,True,South,FullTime,7,91.8,4.24,Evening,1,CargoVan,North,2025-09-14 07:20:00,78.0,134360,Active,v2.1
DL00508,O00161,D015,V025,H03,2024-08-19 19:52:00,2024-08-20 07:24:22.258983,OnTime,12.14,0,0,4.66,14.06,11.539516384166667,C0025,Parcel,2024-08-19 17:36:00,12,South,AIRPORT,High,123.09,Phone,0,CP0184,C0025,MissedPickup,Phone,Medium,2024-08-20 17:36:00,Open,3.0,19.47,True,I0172,RouteDeviation,2024-08-19 21:21:00,High,PendingVendor,4.3,True,East,FullTime,11,85.1,4.34,Morning,1,Diesel,AIRPORT,2024-11-03 05:34:00,42.0,52074,Active,v2.1
DL00509,O00719,D116,V086,H01,2024-01-04 19:33:00,2024-01-05 05:38:11.606195,Delayed,16.37,0,0,1.0,11.37,10.08655727638889,C0395,Passenger,2024-01-04 18:42:00,2,WEST,CENTRAL,Low,11.54,Web,0,,,,,,,,,,False,,,,,,,False,CENTRAL,FullTime,4,58.2,4.19,Morning,1,EV,CENTRAL,2024-02-25 07:56:00,82.8,42307,Scheduled,v2.2
DL00510,O00359,D057,V004,H01,2024-08-17 23:15:00,2024-08-18 20:50:19.862546,OnTime,12.07,0,0,4.04,18.19,21.588850707222225,C0048,Passenger,2024-08-17 23:04:00,24,EAST,CENTRAL,High,134.58,Web,0,,,,,,,,,,False,,,,,,,False,WEST,FullTime,6,75.0,4.25,Morning,1,Hybrid,RiverSide,2024-06-07 13:21:00,76.7853448275862,36310,Active,v2.2
DL00511,O01237,D123,V083,H05,2025-12-30 09:00:00,2025-12-31 04:46:44.532285,Delayed,9.94,0,0,1.37,10.76,19.77903674583333,C0357,Parcel,2025-12-30 06:32:00,12,Ctr,East,High,195.64,App,0,,,,,,,,,,False,I0125,RouteDeviation,2025-12-30 09:16:00,Medium,Open,11.4,True,RiverSide,FullTime,3,93.5,4.12,Flexible,1,CargoVan,NORTH,2024-04-11 18:04:00,79.3,42073,Active,v2.2
DL00512,O00224,D040,V029,H07,2024-05-22 23:18:00,2024-05-24 08:58:29.649915,Delayed,8.4,3,1,3.51,11.49,33.674902754166666,C0045,Parcel,2024-05-22 22:02:00,24,NORTH,Central,High,46.15,App,1,,,,,,,,,,False,,,,,,,False,Riverside,FullTime,7,55.6,4.4,Night,1,EV,north,2024-12-04 10:53:00,76.7853448275862,130270,Active,v2.0
DL00513,O00420,D168,V043,H02,2025-01-25 09:44:00,2025-01-25 21:24:13.161385,Delayed,12.02,0,0,3.75,18.86,11.670322606944444,C0506,Business,2025-01-25 08:01:00,4,Riverside,EAST,Low,40.04,Phone,0,,,,,,,,,,False,,,,,,,False,North,FullTime,12,93.6,3.84,Morning,1,EV,South,2025-02-23 11:32:00,76.4,149922,Scheduled,v2.0
DL00514,O01250,D165,V052,H03,2024-06-28 09:25:00,2024-06-28 15:00:52.039877,Delayed,10.32,3,0,2.35,7.89,5.597788854722222,C0180,Retail,2024-06-28 07:38:00,1,NORTH,East,High,128.53,App,0,,,,,,,,,,False,,,,,,,False,North,PartTime,10,82.2,3.89,Night,1,Hybrid,Riverside,2024-11-14 16:11:00,95.4,182486,Active,v1.9
DL00515,O00619,D130,V005,H04,2025-09-01 14:52:00,2025-09-02 00:12:38.168449,Failed,17.55,3,1,3.24,21.0,9.343935680277777,C0268,Retail,2025-09-01 13:50:00,1,CENTRAL,NORTH,Medium,86.7,App,0,,,,,,,,,,False,,,,,,,False,WEST,FullTime,8,71.2,3.64,Evening,1,CargoVan,West,2025-11-15 11:08:00,58.6,146638,Active,v2.2
DL00516,O00337,D141,V117,H01,2024-11-05 06:45:00,2024-11-05 16:55:42.237731,Delayed,21.23,2,0,1.57,10.77,10.178399369722223,C0463,Retail,2024-11-05 04:32:00,6,West,AIRPORT,Critical,68.13,App,1,,,,,,,,,,False,,,,,,,False,North,PartTime,14,71.4,3.44,Flexible,1,Hybrid,SOUTH,2025-01-11 11:13:00,65.5,163683,Scheduled,v2.2
DL00517,O00509,D104,V088,H08,2024-08-26 19:01:00,2024-08-26 19:33:26.376954,OnTime,14.73,4,0,4.99,16.75,0.540660265,C0535,Retail,2024-08-26 18:51:00,1,East,CENTRAL,Medium,160.38,Phone,0,,,,,,,,,,False,,,,,,,False,WEST,FullTime,15,87.7,3.45,Morning,1,Diesel,north,2024-02-14 14:03:00,80.3,50427,InRepair,v2.1
DL00518,O00984,D041,V024,H06,2025-04-15 00:21:00,2025-04-15 04:48:27.290762,OnTime,15.41,0,0,4.92,19.09,4.457580767222223,C0155,Parcel,2025-04-14 23:05:00,6,EAST,WEST,Medium,79.05,App,0,,,,,,,,,,False,I0122,RouteDeviation,2025-04-15 03:13:00,High,Open,18.1,True,EAST,PartTime,3,88.2,3.67,Morning,1,EV,East,2025-05-26 12:28:00,74.9,56967,Active,v2.1
DL00519,O00446,D096,V065,H07,2025-03-22 14:42:00,2025-03-22 21:54:23.825692,OnTime,29.8,2,0,0.0,10.84,7.206618247777778,C0172,Passenger,2025-03-22 13:30:00,12,Airport,EAST,Medium,233.36,Web,0,,,,,,,,,,False,,,,,,,False,Ctr,FullTime,4,56.4,4.03,Morning,1,EV,West,2024-01-05 09:25:00,84.3,217057,Active,v2.1
DL00520,O00429,D055,V040,H01,2025-03-09 11:12:00,2025-03-09 21:37:26.844290,Delayed,3.14,1,0,3.03,11.42,10.42412341388889,C0466,Passenger,2025-03-09 09:39:00,1,RiverSide,South,Medium,20.27,App,0,,,,,,,,,,False,,,,,,,False,Central,FullTime,15,90.5,5.0,Flexible,1,EV,CENTRAL,2025-11-23 11:28:00,90.0,133770,Active,v2.0
DL00521,O00606,D038,V036,H08,2025-10-17 17:03:00,,Failed,5.35,2,0,2.51,7.1,,C0050,Medical,2025-10-17 16:19:00,1,Central,West,High,37.75,Web,0,,,,,,,,,,False,,,,,,,False,SOUTH,FullTime,5,67.4,3.72,Evening,1,Diesel,North,2025-09-26 13:33:00,90.4,215767,InRepair,v2.1
DL00522,O00296,D129,V013,H04,2024-01-10 19:26:00,2024-01-11 00:39:30.858716,OnTime,10.01,0,0,4.54,8.94,5.225238532222222,C0400,Retail,2024-01-10 17:30:00,6,South,North,Medium,10.85,App,0,CP0138,C0400,Damage,Phone,High,2024-01-18 17:30:00,Escalated,6.0,31.84,True,,,,,,,False,north,FullTime,10,64.9,4.18,Night,1,CargoVan,WEST,2025-07-17 18:07:00,68.3,153106,Scheduled,v2.0
DL00523,O00714,D026,V076,H01,2024-05-26 19:04:00,2024-05-27 15:57:10.253711,OnTime,2.39,1,0,4.12,8.78,20.886181586388886,C0456,Passenger,2024-05-26 17:47:00,24,South,NORTH,Low,187.87,App,0,,,,,,,,,,False,I0133,VehicleFault,2024-05-26 19:46:00,Critical,Closed,14.2,True,NORTH,PartTime,4,84.9,3.15,Night,0,Diesel,Central,2025-06-19 15:52:00,65.8,106063,InRepair,v1.9
DL00524,O00683,D130,V005,H07,2025-05-01 08:21:00,2025-05-01 15:11:37.139494,OnTime,16.66,2,0,4.83,17.68,6.843649859444445,C0375,Medical,2025-05-01 06:39:00,6,EAST,AIRPORT,Medium,114.16,Unknown,0,,,,,,,,,,False,,,,,,,False,WEST,FullTime,8,71.2,3.64,Evening,1,CargoVan,West,2025-11-15 11:08:00,58.6,146638,Active,v2.2
DL00525,O00351,D038,V006,H01,2024-04-22 05:04:00,2024-04-22 05:42:26.815920,OnTime,28.2,2,0,4.04,19.16,0.6407822,C0259,Parcel,2024-04-22 03:31:00,1,AIRPORT,WEST,Medium,20.77,Web,1,CP0187,C0259,Delay,Email,Low,2024-04-27 03:31:00,Escalated,10.0,1.93,True,I0137,BatteryAlert,2024-04-22 08:02:00,Low,Closed,1.0,True,SOUTH,FullTime,5,67.4,3.72,Evening,1,EV,Central,2025-11-22 06:39:00,78.6,141381,Active,v2.1
DL00525,O00351,D038,V006,H01,2024-04-22 05:04:00,2024-04-22 05:42:26.815920,OnTime,28.2,2,0,4.04,19.16,0.6407822,C0259,Parcel,2024-04-22 03:31:00,1,AIRPORT,WEST,Medium,20.77,Web,1,CP0290,C0259,SupportExperience,App,Medium,2024-05-03 03:31:00,Resolved,6.0,18.82,True,I0137,BatteryAlert,2024-04-22 08:02:00,Low,Closed,1.0,True,SOUTH,FullTime,5,67.4,3.72,Evening,1,EV,Central,2025-11-22 06:39:00,78.6,141381,Active,v2.1
DL00526,O01045,D068,V027,H06,2024-08-26 13:19:00,2024-08-27 01:57:35.507434,Delayed,12.18,0,0,4.34,10.18,12.643196509444444,C0506,Parcel,2024-08-26 11:47:00,1,Ctr,AIRPORT,High,53.78,Web,1,,,,,,,,,,False,,,,,,,False,Central,PartTime,10,83.9,3.99,Flexible,1,Diesel,SOUTH,2025-08-12 12:37:00,78.6,51052,InRepair,v2.2
DL00527,O00913,D108,V043,H07,2025-04-05 06:44:00,2025-04-05 11:51:23.882491,OnTime,20.7,1,0,4.58,16.49,5.123300691944444,C0091,Retail,2025-04-05 05:57:00,6,WEST,SOUTH,Low,14.48,Phone,0,,,,,,,,,,False,,,,,,,False,South,FullTime,10,70.6,4.33,Morning,1,EV,South,2025-02-23 11:32:00,76.4,149922,Scheduled,v2.0
DL00528,O00826,D033,V008,H03,2024-04-06 07:05:00,2024-04-06 12:23:18.106390,OnTime,24.17,2,0,4.66,20.91,5.305029552777778,C0055,Parcel,2024-04-06 06:51:00,4,Airport,Ctr,Medium,118.93,App,0,,,,,,,,,,False,,,,,,,False,South,PartTime,9,59.8,4.05,Night,1,EV,RiverSide,2025-06-14 03:47:00,90.5,49711,Active,v2.0
DL00529,O00822,D088,V114,H06,2024-09-01 09:19:00,2024-09-01 21:28:05.123766,Failed,1.2,0,0,2.64,7.53,12.151423268333332,C0186,Parcel,2024-09-01 07:00:00,1,WEST,SOUTH,Medium,55.85,Phone,0,,,,,,,,,,False,I0166,TemperatureIssue,2024-09-01 09:50:00,High,Escalated,8.1,True,Riverside,Contract,4,84.3,4.17,Morning,1,Hybrid,North,2024-10-03 17:53:00,90.0,84649,Active,v2.2
DL00530,O00756,D095,V042,H01,2025-02-03 18:06:00,2025-02-05 09:39:56.840261,Failed,30.51,2,0,2.54,19.5,39.56578896138889,C0413,Retail,2025-02-03 16:37:00,24,Airport,North,Medium,83.09,App,1,,,,,,,,,,False,,,,,,,False,WEST,FullTime,12,99.0,3.15,Night,1,EV,East,2025-06-21 07:06:00,80.5,215870,InRepair,v1.9
DL00531,O00140,D163,V116,H04,2024-03-03 02:25:00,2024-03-03 03:18:14.371045,OnTime,13.95,0,0,3.95,16.65,0.8873252902777777,C0621,Passenger,2024-03-02 23:43:00,4,NORTH,North,Low,89.5,App,0,,,,,,,,,,False,,,,,,,False,RiverSide,FullTime,11,78.2,4.5,Morning,0,Diesel,EAST,2025-04-23 07:10:00,62.7,71822,Active,v2.1
